Year,(semi-) final,Edition,Jury or Televoting,From country,To country,Points      ,Duplicate
1967,f,1967f,J,Portugal,Netherlands,0,
1967,f,1967f,J,Portugal,Monaco,0,
1967,f,1967f,J,Portugal,Yugoslavia,1,
1967,f,1967f,J,Portugal,Italy,0,
1967,f,1967f,J,Portugal,Ireland,1,
1967,f,1967f,J,Switzerland,Netherlands,0,
1967,f,1967f,J,Switzerland,Luxembourg,0,
1967,f,1967f,J,Switzerland,Austria,0,
1967,f,1967f,J,Switzerland,France,1,
1967,f,1967f,J,Switzerland,Portugal,1,
1967,f,1967f,J,Switzerland,Switzerland,0,x
1967,f,1967f,J,Switzerland,Sweden,0,
1967,f,1967f,J,Switzerland,Finland,0,
1967,f,1967f,J,Switzerland,Germany,0,
1967,f,1967f,J,Switzerland,Belgium,0,
1967,f,1967f,J,Switzerland,United Kingdom,7,
1967,f,1967f,J,Switzerland,Spain,0,
1967,f,1967f,J,Switzerland,Netherlands,0,
1967,f,1967f,J,Switzerland,Monaco,0,
1967,f,1967f,J,Switzerland,Yugoslavia,0,
1967,f,1967f,J,Switzerland,Italy,1,
1967,f,1967f,J,Switzerland,Ireland,0,
1967,f,1967f,J,Sweden,Netherlands,0,
1967,f,1967f,J,Sweden,Luxembourg,0,
1967,f,1967f,J,Sweden,Austria,0,
1967,f,1967f,J,Sweden,France,4,
1967,f,1967f,J,Sweden,Portugal,0,
1967,f,1967f,J,Sweden,Switzerland,0,
1967,f,1967f,J,Sweden,Sweden,0,x
1967,f,1967f,J,Sweden,Finland,0,
1967,f,1967f,J,Sweden,Germany,1,
1967,f,1967f,J,Sweden,Belgium,0,
1967,f,1967f,J,Sweden,United Kingdom,1,
1967,f,1967f,J,Sweden,Spain,0,
1967,f,1967f,J,Sweden,Netherlands,1,
1967,f,1967f,J,Sweden,Monaco,1,
1967,f,1967f,J,Sweden,Yugoslavia,0,
1967,f,1967f,J,Sweden,Italy,0,
1967,f,1967f,J,Sweden,Ireland,2,
1967,f,1967f,J,Finland,Netherlands,0,
1967,f,1967f,J,Finland,Luxembourg,2,
1967,f,1967f,J,Finland,Austria,0,
1967,f,1967f,J,Finland,France,0,
1967,f,1967f,J,Finland,Portugal,0,
1967,f,1967f,J,Finland,Switzerland,0,
1967,f,1967f,J,Finland,Sweden,1,
1967,f,1967f,J,Finland,Finland,0,x
1967,f,1967f,J,Finland,Germany,0,
1967,f,1967f,J,Finland,Belgium,3,
1967,f,1967f,J,Finland,United Kingdom,2,
1967,f,1967f,J,Finland,Spain,0,
1967,f,1967f,J,Finland,Netherlands,0,
1967,f,1967f,J,Finland,Monaco,0,
1967,f,1967f,J,Finland,Yugoslavia,0,
1967,f,1967f,J,Finland,Italy,0,
1967,f,1967f,J,Finland,Ireland,2,
1967,f,1967f,J,Germany,Netherlands,0,
1967,f,1967f,J,Germany,Luxembourg,0,
1967,f,1967f,J,Germany,Austria,0,
1967,f,1967f,J,Germany,France,2,
1967,f,1967f,J,Germany,Portugal,0,
1967,f,1967f,J,Germany,Switzerland,0,
1967,f,1967f,J,Germany,Sweden,0,
1967,f,1967f,J,Germany,Finland,0,
1967,f,1967f,J,Germany,Germany,0,x
1967,f,1967f,J,Germany,Belgium,1,
1967,f,1967f,J,Germany,United Kingdom,3,
1967,f,1967f,J,Germany,Spain,0,
1967,f,1967f,J,Germany,Netherlands,0,
1967,f,1967f,J,Germany,Monaco,0,
1967,f,1967f,J,Germany,Yugoslavia,0,
1967,f,1967f,J,Germany,Italy,0,
1967,f,1967f,J,Germany,Ireland,4,
1967,f,1967f,J,Belgium,Netherlands,0,
1967,f,1967f,J,Belgium,Luxembourg,1,
1967,f,1967f,J,Belgium,Austria,0,
1967,f,1967f,J,Belgium,France,0,
1967,f,1967f,J,Belgium,Portugal,0,
1967,f,1967f,J,Belgium,Switzerland,0,
1967,f,1967f,J,Belgium,Sweden,0,
1967,f,1967f,J,Belgium,Finland,0,
1967,f,1967f,J,Belgium,Germany,1,
1967,f,1967f,J,Belgium,Belgium,0,x
1967,f,1967f,J,Belgium,United Kingdom,3,
1967,f,1967f,J,Belgium,Spain,1,
1967,f,1967f,J,Belgium,Netherlands,0,
1967,f,1967f,J,Belgium,Monaco,0,
1967,f,1967f,J,Belgium,Yugoslavia,1,
1967,f,1967f,J,Belgium,Italy,0,
1967,f,1967f,J,Belgium,Ireland,3,
1967,f,1967f,J,United Kingdom,Netherlands,1,
1967,f,1967f,J,United Kingdom,Luxembourg,2,
1967,f,1967f,J,United Kingdom,Austria,0,
1967,f,1967f,J,United Kingdom,France,2,
1967,f,1967f,J,United Kingdom,Portugal,0,
1967,f,1967f,J,United Kingdom,Switzerland,0,
1967,f,1967f,J,United Kingdom,Sweden,0,
1967,f,1967f,J,United Kingdom,Finland,0,
1967,f,1967f,J,United Kingdom,Germany,1,
1967,f,1967f,J,United Kingdom,Belgium,1,
1967,f,1967f,J,United Kingdom,United Kingdom,0,x
1967,f,1967f,J,United Kingdom,Spain,0,
1967,f,1967f,J,United Kingdom,Netherlands,0,
1967,f,1967f,J,United Kingdom,Monaco,0,
1967,f,1967f,J,United Kingdom,Yugoslavia,0,
1967,f,1967f,J,United Kingdom,Italy,1,
1967,f,1967f,J,United Kingdom,Ireland,2,
1967,f,1967f,J,Spain,Netherlands,0,
1967,f,1967f,J,Spain,Luxembourg,1,
1967,f,1967f,J,Spain,Austria,0,
1967,f,1967f,J,Spain,France,0,
1967,f,1967f,J,Spain,Portugal,1,
1967,f,1967f,J,Spain,Switzerland,0,
1967,f,1967f,J,Spain,Sweden,0,
1967,f,1967f,J,Spain,Finland,0,
1967,f,1967f,J,Spain,Germany,0,
1967,f,1967f,J,Spain,Belgium,0,
1967,f,1967f,J,Spain,United Kingdom,0,
1967,f,1967f,J,Spain,Spain,0,x
1967,f,1967f,J,Spain,Netherlands,0,
1967,f,1967f,J,Spain,Monaco,5,
1967,f,1967f,J,Spain,Yugoslavia,2,
1967,f,1967f,J,Spain,Italy,1,
1967,f,1967f,J,Spain,Ireland,0,
1967,f,1967f,J,Norway,Netherlands,0,
1967,f,1967f,J,Norway,Luxembourg,0,
1967,f,1967f,J,Norway,Austria,0,
1967,f,1967f,J,Norway,France,0,
1967,f,1967f,J,Norway,Portugal,0,
1967,f,1967f,J,Norway,Switzerland,0,
1967,f,1967f,J,Norway,Sweden,0,
1967,f,1967f,J,Norway,Finland,2,
1967,f,1967f,J,Norway,Germany,0,
1967,f,1967f,J,Norway,Belgium,1,
1967,f,1967f,J,Norway,United Kingdom,0,
1967,f,1967f,J,Norway,Spain,70,
1967,f,1967f,J,Norway,Netherlands,0,x
1967,f,1967f,J,Norway,Monaco,0,
1967,f,1967f,J,Norway,Yugoslavia,0,
1967,f,1967f,J,Norway,Italy,0,
1967,f,1967f,J,Norway,Ireland,0,
1967,f,1967f,J,Monaco,Netherlands,0,
1967,f,1967f,J,Monaco,Luxembourg,1,
1967,f,1967f,J,Monaco,Austria,0,
1967,f,1967f,J,Monaco,France,2,
1967,f,1967f,J,Monaco,Portugal,0,
1967,f,1967f,J,Monaco,Switzerland,0,
1967,f,1967f,J,Monaco,Sweden,0,
1967,f,1967f,J,Monaco,Finland,0,
1967,f,1967f,J,Monaco,Germany,0,
1967,f,1967f,J,Monaco,Belgium,0,
1967,f,1967f,J,Monaco,United Kingdom,3,
1967,f,1967f,J,Monaco,Spain,2,
1967,f,1967f,J,Monaco,Netherlands,0,
1967,f,1967f,J,Monaco,Monaco,0,x
1967,f,1967f,J,Monaco,Yugoslavia,0,
1967,f,1967f,J,Monaco,Italy,0,
1967,f,1967f,J,Monaco,Ireland,2,
1967,f,1967f,J,Yugoslavia,Netherlands,0,
1967,f,1967f,J,Yugoslavia,Luxembourg,1,
1967,f,1967f,J,Yugoslavia,Austria,1,
1967,f,1967f,J,Yugoslavia,France,4,
1967,f,1967f,J,Yugoslavia,Portugal,0,
1967,f,1967f,J,Yugoslavia,Switzerland,0,
1967,f,1967f,J,Yugoslavia,Sweden,1,
1967,f,1967f,J,Yugoslavia,Finland,0,
1967,f,1967f,J,Yugoslavia,Germany,0,
1967,f,1967f,J,Yugoslavia,Belgium,1,
1967,f,1967f,J,Yugoslavia,United Kingdom,0,
1967,f,1967f,J,Yugoslavia,Spain,1,
1967,f,1967f,J,Yugoslavia,Netherlands,0,
1967,f,1967f,J,Yugoslavia,Monaco,0,
1967,f,1967f,J,Yugoslavia,Yugoslavia,0,x
1967,f,1967f,J,Yugoslavia,Italy,0,
1967,f,1967f,J,Yugoslavia,Ireland,1,
1967,f,1967f,J,Italy,Netherlands,0,
1967,f,1967f,J,Italy,Luxembourg,3,
1967,f,1967f,J,Italy,Austria,0,
1967,f,1967f,J,Italy,France,0,
1967,f,1967f,J,Italy,Portugal,0,
1967,f,1967f,J,Italy,Switzerland,0,
1967,f,1967f,J,Italy,Sweden,0,
1967,f,1967f,J,Italy,Finland,1,
1967,f,1967f,J,Italy,Germany,1,
1967,f,1967f,J,Italy,Belgium,0,
1967,f,1967f,J,Italy,United Kingdom,2,
1967,f,1967f,J,Italy,Spain,0,
1967,f,1967f,J,Italy,Netherlands,0,
1967,f,1967f,J,Italy,Monaco,1,
1967,f,1967f,J,Italy,Yugoslavia,1,
1967,f,1967f,J,Italy,Italy,0,x
1967,f,1967f,J,Italy,Ireland,1,
1967,f,1967f,J,Ireland,Netherlands,1,
1967,f,1967f,J,Ireland,Luxembourg,2,
1967,f,1967f,J,Ireland,Austria,0,
1967,f,1967f,J,Ireland,France,1,
1967,f,1967f,J,Ireland,Portugal,0,
1967,f,1967f,J,Ireland,Switzerland,0,
1967,f,1967f,J,Ireland,Sweden,2,
1967,f,1967f,J,Ireland,Finland,0,
1967,f,1967f,J,Ireland,Germany,1,
1967,f,1967f,J,Ireland,Belgium,1,
1967,f,1967f,J,Ireland,United Kingdom,1,
1967,f,1967f,J,Ireland,Spain,0,
1967,f,1967f,J,Ireland,Netherlands,0,
1967,f,1967f,J,Ireland,Monaco,0,
1967,f,1967f,J,Ireland,Yugoslavia,0,
1967,f,1967f,J,Ireland,Italy,1,
1967,f,1967f,J,Ireland,Ireland,0,x
1968,f,1968f,J,Portugal,Portugal,0,x
1968,f,1968f,J,Portugal,Netherlands,0,
1968,f,1968f,J,Portugal,Belgium,1,
1968,f,1968f,J,Portugal,Austria,0,
1968,f,1968f,J,Portugal,Luxembourg,0,
1968,f,1968f,J,Portugal,Switzerland,0,
1968,f,1968f,J,Portugal,Monaco,0,
1968,f,1968f,J,Portugal,Sweden,1,
1968,f,1968f,J,Portugal,Finland,0,
1968,f,1968f,J,Portugal,France,0,
1968,f,1968f,J,Portugal,Italy,1,
1968,f,1968f,J,Portugal,United Kingdom,1,
1968,f,1968f,J,Portugal,Norway,0,
1968,f,1968f,J,Portugal,Ireland,1,
1968,f,1968f,J,Portugal,Spain,4,
1968,f,1968f,J,Portugal,Germany,0,
1968,f,1968f,J,Portugal,Yugoslavia,1,
1968,f,1968f,J,Netherlands,Portugal,0,
1968,f,1968f,J,Netherlands,Netherlands,0,x
1968,f,1968f,J,Netherlands,Belgium,0,
1968,f,1968f,J,Netherlands,Austria,0,
1968,f,1968f,J,Netherlands,Luxembourg,1,
1968,f,1968f,J,Netherlands,Switzerland,0,
1968,f,1968f,J,Netherlands,Monaco,2,
1968,f,1968f,J,Netherlands,Sweden,1,
1968,f,1968f,J,Netherlands,Finland,0,
1968,f,1968f,J,Netherlands,France,3,
1968,f,1968f,J,Netherlands,Italy,0,
1968,f,1968f,J,Netherlands,United Kingdom,2,
1968,f,1968f,J,Netherlands,Norway,0,
1968,f,1968f,J,Netherlands,Ireland,1,
1968,f,1968f,J,Netherlands,Spain,0,
1968,f,1968f,J,Netherlands,Germany,0,
1968,f,1968f,J,Netherlands,Yugoslavia,0,
1968,f,1968f,J,Belgium,Portugal,0,
1968,f,1968f,J,Belgium,Netherlands,0,
1968,f,1968f,J,Belgium,Belgium,0,x
1968,f,1968f,J,Belgium,Austria,0,
1968,f,1968f,J,Belgium,Luxembourg,0,
1968,f,1968f,J,Belgium,Switzerland,0,
1968,f,1968f,J,Belgium,Monaco,0,
1968,f,1968f,J,Belgium,Sweden,0,
1968,f,1968f,J,Belgium,Finland,0,
1968,f,1968f,J,Belgium,France,6,
1968,f,1968f,J,Belgium,Italy,0,
1968,f,1968f,J,Belgium,United Kingdom,2,
1968,f,1968f,J,Belgium,Norway,0,
1968,f,1968f,J,Belgium,Ireland,1,
1968,f,1968f,J,Belgium,Spain,0,
1968,f,1968f,J,Belgium,Germany,0,
1968,f,1968f,J,Belgium,Yugoslavia,1,
1968,f,1968f,J,Austria,Portugal,0,
1968,f,1968f,J,Austria,Netherlands,0,
1968,f,1968f,J,Austria,Belgium,0,
1968,f,1968f,J,Austria,Austria,0,x
1968,f,1968f,J,Austria,Luxembourg,1,
1968,f,1968f,J,Austria,Switzerland,0,
1968,f,1968f,J,Austria,Monaco,0,
1968,f,1968f,J,Austria,Sweden,0,
1968,f,1968f,J,Austria,Finland,0,
1968,f,1968f,J,Austria,France,2,
1968,f,1968f,J,Austria,Italy,0,
1968,f,1968f,J,Austria,United Kingdom,0,
1968,f,1968f,J,Austria,Norway,0,
1968,f,1968f,J,Austria,Ireland,4,
1968,f,1968f,J,Austria,Spain,2,
1968,f,1968f,J,Austria,Germany,0,
1968,f,1968f,J,Austria,Yugoslavia,1,
1968,f,1968f,J,Luxembourg,Portugal,0,
1968,f,1968f,J,Luxembourg,Netherlands,0,
1968,f,1968f,J,Luxembourg,Belgium,0,
1968,f,1968f,J,Luxembourg,Austria,0,
1968,f,1968f,J,Luxembourg,Luxembourg,0,x
1968,f,1968f,J,Luxembourg,Switzerland,0,
1968,f,1968f,J,Luxembourg,Monaco,1,
1968,f,1968f,J,Luxembourg,Sweden,0,
1968,f,1968f,J,Luxembourg,Finland,0,
1968,f,1968f,J,Luxembourg,France,3,
1968,f,1968f,J,Luxembourg,Italy,0,
1968,f,1968f,J,Luxembourg,United Kingdom,1,
1968,f,1968f,J,Luxembourg,Norway,1,
1968,f,1968f,J,Luxembourg,Ireland,1,
1968,f,1968f,J,Luxembourg,Spain,1,
1968,f,1968f,J,Luxembourg,Germany,1,
1968,f,1968f,J,Luxembourg,Yugoslavia,1,
1968,f,1968f,J,Switzerland,Portugal,0,
1968,f,1968f,J,Switzerland,Netherlands,0,
1968,f,1968f,J,Switzerland,Belgium,0,
1968,f,1968f,J,Switzerland,Austria,0,
1968,f,1968f,J,Switzerland,Luxembourg,0,
1968,f,1968f,J,Switzerland,Switzerland,0,x
1968,f,1968f,J,Switzerland,Monaco,0,
1968,f,1968f,J,Switzerland,Sweden,0,
1968,f,1968f,J,Switzerland,Finland,0,
1968,f,1968f,J,Switzerland,France,3,
1968,f,1968f,J,Switzerland,Italy,2,
1968,f,1968f,J,Switzerland,United Kingdom,4,
1968,f,1968f,J,Switzerland,Norway,0,
1968,f,1968f,J,Switzerland,Ireland,0,
1968,f,1968f,J,Switzerland,Spain,0,
1968,f,1968f,J,Switzerland,Germany,1,
1968,f,1968f,J,Switzerland,Yugoslavia,0,
1968,f,1968f,J,Monaco,Portugal,0,
1968,f,1968f,J,Monaco,Netherlands,0,
1968,f,1968f,J,Monaco,Belgium,0,
1968,f,1968f,J,Monaco,Austria,0,
1968,f,1968f,J,Monaco,Luxembourg,1,
1968,f,1968f,J,Monaco,Switzerland,0,
1968,f,1968f,J,Monaco,Monaco,0,x
1968,f,1968f,J,Monaco,Sweden,0,
1968,f,1968f,J,Monaco,Finland,0,
1968,f,1968f,J,Monaco,France,0,
1968,f,1968f,J,Monaco,Italy,0,
1968,f,1968f,J,Monaco,United Kingdom,5,
1968,f,1968f,J,Monaco,Norway,0,
1968,f,1968f,J,Monaco,Ireland,0,
1968,f,1968f,J,Monaco,Spain,4,
1968,f,1968f,J,Monaco,Germany,0,
1968,f,1968f,J,Monaco,Yugoslavia,0,
1968,f,1968f,J,Sweden,Portugal,0,
1968,f,1968f,J,Sweden,Netherlands,0,
1968,f,1968f,J,Sweden,Belgium,0,
1968,f,1968f,J,Sweden,Austria,0,
1968,f,1968f,J,Sweden,Luxembourg,0,
1968,f,1968f,J,Sweden,Switzerland,0,
1968,f,1968f,J,Sweden,Monaco,0,
1968,f,1968f,J,Sweden,Sweden,0,x
1968,f,1968f,J,Sweden,Finland,0,
1968,f,1968f,J,Sweden,France,1,
1968,f,1968f,J,Sweden,Italy,0,
1968,f,1968f,J,Sweden,United Kingdom,3,
1968,f,1968f,J,Sweden,Norway,0,
1968,f,1968f,J,Sweden,Ireland,4,
1968,f,1968f,J,Sweden,Spain,0,
1968,f,1968f,J,Sweden,Germany,2,
1968,f,1968f,J,Sweden,Yugoslavia,0,
1968,f,1968f,J,Finland,Portugal,0,
1968,f,1968f,J,Finland,Netherlands,0,
1968,f,1968f,J,Finland,Belgium,1,
1968,f,1968f,J,Finland,Austria,0,
1968,f,1968f,J,Finland,Luxembourg,0,
1968,f,1968f,J,Finland,Switzerland,0,
1968,f,1968f,J,Finland,Monaco,3,
1968,f,1968f,J,Finland,Sweden,1,
1968,f,1968f,J,Finland,Finland,0,x
1968,f,1968f,J,Finland,France,0,
1968,f,1968f,J,Finland,Italy,0,
1968,f,1968f,J,Finland,United Kingdom,2,
1968,f,1968f,J,Finland,Norway,0,
1968,f,1968f,J,Finland,Ireland,0,
1968,f,1968f,J,Finland,Spain,3,
1968,f,1968f,J,Finland,Germany,0,
1968,f,1968f,J,Finland,Yugoslavia,0,
1968,f,1968f,J,France,Portugal,0,
1968,f,1968f,J,France,Netherlands,0,
1968,f,1968f,J,France,Belgium,1,
1968,f,1968f,J,France,Austria,0,
1968,f,1968f,J,France,Luxembourg,1,
1968,f,1968f,J,France,Switzerland,0,
1968,f,1968f,J,France,Monaco,0,
1968,f,1968f,J,France,Sweden,0,
1968,f,1968f,J,France,Finland,0,
1968,f,1968f,J,France,France,0,x
1968,f,1968f,J,France,Italy,0,
1968,f,1968f,J,France,United Kingdom,4,
1968,f,1968f,J,France,Norway,0,
1968,f,1968f,J,France,Ireland,0,
1968,f,1968f,J,France,Spain,4,
1968,f,1968f,J,France,Germany,0,
1968,f,1968f,J,France,Yugoslavia,0,
1968,f,1968f,J,Italy,Portugal,0,
1968,f,1968f,J,Italy,Netherlands,1,
1968,f,1968f,J,Italy,Belgium,3,
1968,f,1968f,J,Italy,Austria,0,
1968,f,1968f,J,Italy,Luxembourg,0,
1968,f,1968f,J,Italy,Switzerland,0,
1968,f,1968f,J,Italy,Monaco,0,
1968,f,1968f,J,Italy,Sweden,0,
1968,f,1968f,J,Italy,Finland,0,
1968,f,1968f,J,Italy,France,2,
1968,f,1968f,J,Italy,Italy,0,x
1968,f,1968f,J,Italy,United Kingdom,1,
1968,f,1968f,J,Italy,Norway,0,
1968,f,1968f,J,Italy,Ireland,0,
1968,f,1968f,J,Italy,Spain,3,
1968,f,1968f,J,Italy,Germany,0,
1968,f,1968f,J,Italy,Yugoslavia,0,
1968,f,1968f,J,United Kingdom,Portugal,0,
1968,f,1968f,J,United Kingdom,Netherlands,0,
1968,f,1968f,J,United Kingdom,Belgium,1,
1968,f,1968f,J,United Kingdom,Austria,0,
1968,f,1968f,J,United Kingdom,Luxembourg,1,
1968,f,1968f,J,United Kingdom,Switzerland,0,
1968,f,1968f,J,United Kingdom,Monaco,1,
1968,f,1968f,J,United Kingdom,Sweden,2,
1968,f,1968f,J,United Kingdom,Finland,0,
1968,f,1968f,J,United Kingdom,France,0,
1968,f,1968f,J,United Kingdom,Italy,0,
1968,f,1968f,J,United Kingdom,United Kingdom,0,x
1968,f,1968f,J,United Kingdom,Norway,0,
1968,f,1968f,J,United Kingdom,Ireland,0,
1968,f,1968f,J,United Kingdom,Spain,0,
1968,f,1968f,J,United Kingdom,Germany,5,
1968,f,1968f,J,United Kingdom,Yugoslavia,0,
1968,f,1968f,J,Norway,Portugal,2,
1968,f,1968f,J,Norway,Netherlands,0,
1968,f,1968f,J,Norway,Belgium,0,
1968,f,1968f,J,Norway,Austria,0,
1968,f,1968f,J,Norway,Luxembourg,0,
1968,f,1968f,J,Norway,Switzerland,0,
1968,f,1968f,J,Norway,Monaco,0,
1968,f,1968f,J,Norway,Sweden,6,
1968,f,1968f,J,Norway,Finland,1,
1968,f,1968f,J,Norway,France,0,
1968,f,1968f,J,Norway,Italy,0,
1968,f,1968f,J,Norway,United Kingdom,0,
1968,f,1968f,J,Norway,Norway,0,x
1968,f,1968f,J,Norway,Ireland,0,
1968,f,1968f,J,Norway,Spain,1,
1968,f,1968f,J,Norway,Germany,0,
1968,f,1968f,J,Norway,Yugoslavia,0,
1968,f,1968f,J,Ireland,Portugal,0,
1968,f,1968f,J,Ireland,Netherlands,0,
1968,f,1968f,J,Ireland,Belgium,0,
1968,f,1968f,J,Ireland,Austria,0,
1968,f,1968f,J,Ireland,Luxembourg,0,
1968,f,1968f,J,Ireland,Switzerland,0,
1968,f,1968f,J,Ireland,Monaco,1,
1968,f,1968f,J,Ireland,Sweden,4,
1968,f,1968f,J,Ireland,Finland,0,
1968,f,1968f,J,Ireland,France,0,
1968,f,1968f,J,Ireland,Italy,0,
1968,f,1968f,J,Ireland,United Kingdom,1,
1968,f,1968f,J,Ireland,Norway,0,
1968,f,1968f,J,Ireland,Ireland,0,x
1968,f,1968f,J,Ireland,Spain,1,
1968,f,1968f,J,Ireland,Germany,0,
1968,f,1968f,J,Ireland,Yugoslavia,3,
1968,f,1968f,J,Spain,Portugal,3,
1968,f,1968f,J,Spain,Netherlands,0,
1968,f,1968f,J,Spain,Belgium,1,
1968,f,1968f,J,Spain,Austria,0,
1968,f,1968f,J,Spain,Luxembourg,0,
1968,f,1968f,J,Spain,Switzerland,0,
1968,f,1968f,J,Spain,Monaco,0,
1968,f,1968f,J,Spain,Sweden,0,
1968,f,1968f,J,Spain,Finland,0,
1968,f,1968f,J,Spain,France,0,
1968,f,1968f,J,Spain,Italy,2,
1968,f,1968f,J,Spain,United Kingdom,0,
1968,f,1968f,J,Spain,Norway,1,
1968,f,1968f,J,Spain,Ireland,0,
1968,f,1968f,J,Spain,Spain,0,x
1968,f,1968f,J,Spain,Germany,2,
1968,f,1968f,J,Spain,Yugoslavia,1,
1968,f,1968f,J,Germany,Portugal,0,
1968,f,1968f,J,Germany,Netherlands,0,
1968,f,1968f,J,Germany,Belgium,0,
1968,f,1968f,J,Germany,Austria,2,
1968,f,1968f,J,Germany,Luxembourg,0,
1968,f,1968f,J,Germany,Switzerland,0,
1968,f,1968f,J,Germany,Monaco,0,
1968,f,1968f,J,Germany,Sweden,0,
1968,f,1968f,J,Germany,Finland,0,
1968,f,1968f,J,Germany,France,0,
1968,f,1968f,J,Germany,Italy,0,
1968,f,1968f,J,Germany,United Kingdom,2,
1968,f,1968f,J,Germany,Norway,0,
1968,f,1968f,J,Germany,Ireland,0,
1968,f,1968f,J,Germany,Spain,6,
1968,f,1968f,J,Germany,Germany,0,x
1968,f,1968f,J,Germany,Yugoslavia,0,
1968,f,1968f,J,Yugoslavia,Portugal,0,
1968,f,1968f,J,Yugoslavia,Netherlands,0,
1968,f,1968f,J,Yugoslavia,Belgium,0,
1968,f,1968f,J,Yugoslavia,Austria,0,
1968,f,1968f,J,Yugoslavia,Luxembourg,0,
1968,f,1968f,J,Yugoslavia,Switzerland,2,
1968,f,1968f,J,Yugoslavia,Monaco,0,
1968,f,1968f,J,Yugoslavia,Sweden,0,
1968,f,1968f,J,Yugoslavia,Finland,0,
1968,f,1968f,J,Yugoslavia,France,0,
1968,f,1968f,J,Yugoslavia,Italy,2,
1968,f,1968f,J,Yugoslavia,United Kingdom,0,
1968,f,1968f,J,Yugoslavia,Norway,0,
1968,f,1968f,J,Yugoslavia,Ireland,6,
1968,f,1968f,J,Yugoslavia,Spain,0,
1968,f,1968f,J,Yugoslavia,Germany,0,
1968,f,1968f,J,Yugoslavia,Yugoslavia,0,x
1969,f,1969f,J,Yugoslavia,Yugoslavia,0,x
1969,f,1969f,J,Yugoslavia,Luxembourg,1,
1969,f,1969f,J,Yugoslavia,Spain,1,
1969,f,1969f,J,Yugoslavia,Monaco,0,
1969,f,1969f,J,Yugoslavia,Ireland,0,
1969,f,1969f,J,Yugoslavia,Italy,1,
1969,f,1969f,J,Yugoslavia,United Kingdom,2,
1969,f,1969f,J,Yugoslavia,Netherlands,0,
1969,f,1969f,J,Yugoslavia,Sweden,0,
1969,f,1969f,J,Yugoslavia,Belgium,0,
1969,f,1969f,J,Yugoslavia,Switzerland,2,
1969,f,1969f,J,Yugoslavia,Norway,0,
1969,f,1969f,J,Yugoslavia,Germany,3,
1969,f,1969f,J,Yugoslavia,France,0,
1969,f,1969f,J,Yugoslavia,Portugal,0,
1969,f,1969f,J,Yugoslavia,Finland,0,
1969,f,1969f,J,Luxembourg,Yugoslavia,0,
1969,f,1969f,J,Luxembourg,Luxembourg,0,x
1969,f,1969f,J,Luxembourg,Spain,2,
1969,f,1969f,J,Luxembourg,Monaco,0,
1969,f,1969f,J,Luxembourg,Ireland,0,
1969,f,1969f,J,Luxembourg,Italy,0,
1969,f,1969f,J,Luxembourg,United Kingdom,4,
1969,f,1969f,J,Luxembourg,Netherlands,2,
1969,f,1969f,J,Luxembourg,Sweden,0,
1969,f,1969f,J,Luxembourg,Belgium,0,
1969,f,1969f,J,Luxembourg,Switzerland,0,
1969,f,1969f,J,Luxembourg,Norway,0,
1969,f,1969f,J,Luxembourg,Germany,0,
1969,f,1969f,J,Luxembourg,France,1,
1969,f,1969f,J,Luxembourg,Portugal,0,
1969,f,1969f,J,Luxembourg,Finland,1,
1969,f,1969f,J,Spain,Yugoslavia,1,
1969,f,1969f,J,Spain,Luxembourg,0,
1969,f,1969f,J,Spain,Spain,0,x
1969,f,1969f,J,Spain,Monaco,2,
1969,f,1969f,J,Spain,Ireland,0,
1969,f,1969f,J,Spain,Italy,0,
1969,f,1969f,J,Spain,United Kingdom,0,
1969,f,1969f,J,Spain,Netherlands,0,
1969,f,1969f,J,Spain,Sweden,0,
1969,f,1969f,J,Spain,Belgium,2,
1969,f,1969f,J,Spain,Switzerland,0,
1969,f,1969f,J,Spain,Norway,0,
1969,f,1969f,J,Spain,Germany,2,
1969,f,1969f,J,Spain,France,0,
1969,f,1969f,J,Spain,Portugal,2,
1969,f,1969f,J,Spain,Finland,1,
1969,f,1969f,J,Monaco,Yugoslavia,0,
1969,f,1969f,J,Monaco,Luxembourg,3,
1969,f,1969f,J,Monaco,Spain,3,
1969,f,1969f,J,Monaco,Monaco,0,x
1969,f,1969f,J,Monaco,Ireland,0,
1969,f,1969f,J,Monaco,Italy,1,
1969,f,1969f,J,Monaco,United Kingdom,0,
1969,f,1969f,J,Monaco,Netherlands,1,
1969,f,1969f,J,Monaco,Sweden,0,
1969,f,1969f,J,Monaco,Belgium,0,
1969,f,1969f,J,Monaco,Switzerland,0,
1969,f,1969f,J,Monaco,Norway,0,
1969,f,1969f,J,Monaco,Germany,0,
1969,f,1969f,J,Monaco,France,2,
1969,f,1969f,J,Monaco,Portugal,0,
1969,f,1969f,J,Monaco,Finland,0,
1969,f,1969f,J,Ireland,Yugoslavia,0,
1969,f,1969f,J,Ireland,Luxembourg,0,
1969,f,1969f,J,Ireland,Spain,1,
1969,f,1969f,J,Ireland,Monaco,0,
1969,f,1969f,J,Ireland,Ireland,0,x
1969,f,1969f,J,Ireland,Italy,1,
1969,f,1969f,J,Ireland,United Kingdom,0,
1969,f,1969f,J,Ireland,Netherlands,0,
1969,f,1969f,J,Ireland,Sweden,0,
1969,f,1969f,J,Ireland,Belgium,0,
1969,f,1969f,J,Ireland,Switzerland,3,
1969,f,1969f,J,Ireland,Norway,0,
1969,f,1969f,J,Ireland,Germany,0,
